Table S17. Top 200 genes with burden of deleterious URVs in all epilepsy cases (AC=1),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Gene,Ncase_carrier,Ncase_ptv,Ncase_mis,Ncase_infrindel,Ncase_noncarrier,Ncontrol_carrier,Ncontrol_ptv,Ncontrol_mis,Ncase_infrindel,Ncontrol_noncarrier,OR,Pval_obs,pli,misZ,ee_dom50,epi_id_top33,epi_dom43,brain,gabaaRec_19,gabaaergic_113,excitatoryRec_34,volIonChl_86
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,TRUE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,TRUE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,TRUE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,TRUE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,TRUE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,TRUE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,TRUE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,FALSE
