module,label,pval,phenotype_name
1,HP:0032750,1.0,
1,HP:0032751,1.0,
1,HP:0032752,1.0,
1,HP:0032753,1.0,
1,HP:0032754,1.0,
1,HP:0032755,1.0,
1,HP:0032756,1.0,
1,HP:0032757,1.0,
1,HP:0032758,1.0,
1,HP:0032759,1.0,
1,HP:0032760,1.0,
1,HP:0032761,1.0,
1,HP:0032762,1.0,
1,HP:0032763,1.0,
1,HP:0032764,1.0,
1,HP:0032765,1.0,
1,HP:0032766,1.0,
1,HP:0032767,1.0,
1,HP:0032768,1.0,
1,HP:0032769,1.0,
1,HP:0032770,1.0,
1,HP:0032771,1.0,
1,HP:0032772,1.0,
1,HP:0032773,1.0,
1,HP:0032774,1.0,
1,HP:0032775,1.0,
1,HP:0032776,1.0,
1,HP:0032777,1.0,
1,HP:0032778,1.0,
1,HP:0032779,1.0,
1,HP:0032780,1.0,
1,HP:0032781,1.0,
1,HP:0032782,1.0,
1,HP:0032783,1.0,
1,HP:0032784,1.0,
1,HP:0032785,1.0,
1,HP:0032786,1.0,Migrating focal seizure
1,HP:0032787,1.0,
1,HP:0032788,1.0,
1,HP:0032789,1.0,
1,HP:0032790,1.0,
1,HP:0032791,1.0,
1,HP:0032792,1.0,Tonic seizure
1,HP:0032793,1.0,
1,HP:0032794,0.18776898206400028,Myoclonic seizure
1,HP:0032795,1.0,
1,HP:0032796,1.0,
1,HP:0032797,1.0,
1,HP:0032798,1.0,
1,HP:0032799,1.0,
1,HP:0032800,1.0,
1,HP:0032801,1.0,
1,HP:0032802,1.0,
1,HP:0032803,1.0,
1,HP:0032804,1.0,
1,HP:0032805,1.0,
1,HP:0032806,1.0,
1,HP:0032807,1.0,
1,HP:0032808,1.0,
1,HP:0032809,1.0,
1,HP:0032810,1.0,
1,HP:0032811,1.0,
1,HP:0032812,1.0,
1,HP:0032813,1.0,
1,HP:0032814,1.0,
1,HP:0032815,1.0,
1,HP:0032816,1.0,
1,HP:0032817,1.0,
1,HP:0032818,1.0,
1,HP:0032819,1.0,
1,HP:0032820,1.0,
1,HP:0032821,1.0,
1,HP:0032822,1.0,
1,HP:0032823,1.0,
1,HP:0032824,1.0,
1,HP:0032825,1.0,
1,HP:0032826,1.0,
1,HP:0032827,1.0,
1,HP:0032828,1.0,
1,HP:0032829,1.0,
1,HP:0032830,1.0,
1,HP:0032831,1.0,
1,HP:0032832,1.0,
1,HP:0032833,1.0,
1,HP:0032834,1.0,
1,HP:0032835,1.0,
1,HP:0032836,1.0,
1,HP:0032837,1.0,
1,HP:0032838,1.0,
1,HP:0032839,1.0,
1,HP:0032840,1.0,
1,HP:0032841,1.0,
1,HP:0032842,1.0,
1,HP:0032843,1.0,
1,HP:0032844,1.0,
1,HP:0032845,1.0,
1,HP:0032846,1.0,
1,HP:0032847,1.0,
1,HP:0032848,1.0,
1,HP:0032849,1.0,
1,HP:0032850,1.0,
1,HP:0032851,1.0,
1,HP:0032852,1.0,
1,HP:0032853,1.0,
1,HP:0032854,1.0,
1,HP:0032855,1.0,
1,HP:0032856,1.0,
1,HP:0032857,1.0,
1,HP:0032858,1.0,
1,HP:0032859,1.0,
1,HP:0032860,1.0,Generalized non-convulsive status epilepticus without coma
1,HP:0032861,1.0,
1,HP:0032862,1.0,
1,HP:0032863,1.0,
1,HP:0032864,1.0,
1,HP:0032865,1.0,
1,HP:0032866,1.0,
1,HP:0032867,1.0,
1,HP:0032868,1.0,
1,HP:0032869,1.0,
1,HP:0032870,1.0,
1,HP:0032871,1.0,
1,HP:0032872,1.0,
1,HP:0032873,1.0,
1,HP:0032874,1.0,
1,HP:0032876,1.0,
1,HP:0032877,1.0,
1,HP:0032878,1.0,
1,HP:0032879,1.0,
1,HP:0032880,1.0,
1,HP:0032882,1.0,
1,HP:0032883,1.0,
1,HP:0032884,1.0,
1,HP:0032885,1.0,
1,HP:0032886,1.0,
1,HP:0032887,1.0,
1,HP:0032888,1.0,
1,HP:0032889,1.0,
1,HP:0032890,1.0,
1,HP:0032891,1.0,
1,HP:0032892,1.0,Infection-related seizure
1,HP:0032893,1.0,
1,HP:0032894,1.0,Seizure precipitated by febrile infection
1,HP:0032895,1.0,
1,HP:0032896,1.0,
1,HP:0032897,1.0,
1,HP:0032898,1.0,
1,HP:0032899,1.0,
1,HP:0032900,1.0,
1,HP:0032901,1.0,
1,HP:0032902,1.0,
1,HP:0032903,1.0,
1,HP:0032904,1.0,
1,HP:0032905,1.0,
1,HP:0032906,1.0,
1,HP:0032907,1.0,
1,HP:0032908,1.0,
1,HP:0032909,1.0,
1,HP:0032910,1.0,
1,HP:0032911,1.0,
1,HP:0032912,1.0,
1,HP:0032913,1.0,
1,HP:0032914,1.0,
1,HP:0032915,1.0,
1,HP:0032916,1.0,
1,HP:0032917,1.0,
1,HP:0032918,1.0,
1,HP:0032919,1.0,
1,HP:0032920,1.0,
1,HP:0032921,1.0,
1,HP:0032922,1.0,
1,HP:0032923,1.0,
1,HP:0032924,1.0,
1,HP:0032925,1.0,
1,HP:0032926,1.0,
1,HP:0032927,1.0,
1,HP:0100622,1.0,
1,ID_genes,1.0,
1,a1_genes,1.1346007420976104e-16,
1,a2_genes,0.0003336583872772618,
1,a3_genes,1.0,
1,as_genes,1.0,
1,autism_WES_genes,1.1972845838293765e-29,
1,common_genes,1.0,
1,common_genes_all,1.515776535405842e-11,
1,common_wes_genes,0.01220893046613308,
1,e1_genes,1.0,
1,e2_genes,0.005587810467371865,
1,e3_genes,0.00013006555035615495,
1,e4_genes,0.001285309696962348,
1,epilepsy_WES_genes,1.1154160636781139e-22,
1,epilepsy_genes,1.0882042935109865e-08,
1,schizophrenia_genes,0.007817833245549357,
2,BD_genes,5.1966040312233566e-08,
2,DE_genes,3.328983144714579e-60,
2,HP:0000717,2.0755520832288057e-10,Autism
2,HP:0000723,0.025771757278004324,Restrictive behavior
2,HP:0000728,1.0,Impaired ability to form peer relationships
2,HP:0000729,2.840666801315803e-18,Autistic behavior
2,HP:0000735,0.0007163321452214657,Impaired social interactions
2,HP:0000753,1.0,
2,HP:0000758,1.0,Impaired use of nonverbal behaviors
2,HP:0000817,0.11715814855573396,Poor eye contact
2,HP:0001250,3.139851618787367e-19,Seizure
2,HP:0001327,7.5050700576092e-13,Photosensitive myoclonic seizure
2,HP:0002069,2.5692220296620415e-18,Bilateral tonic-clonic seizure
2,HP:0002121,1.534548497261766e-21,Generalized non-motor (absence) seizure
2,HP:0002123,1.3591357497726535e-13,Generalized myoclonic seizure
2,HP:0002133,4.869336071487829e-25,Status epilepticus
2,HP:0002173,1.0,Hypoglycemic seizures
2,HP:0002197,6.423358927265275e-17,Generalized-onset seizure
2,HP:0002199,1.0,Hypocalcemic seizures
2,HP:0002266,1.8074779592202965e-16,Focal clonic seizure
2,HP:0002332,1.0,Lack of peer relationships
2,HP:0002349,6.061201459741824e-14,Focal aware seizure
2,HP:0002373,2.0689149741846428e-19,Febrile seizure (within the age range of 3 months to 6 years)
2,HP:0002384,2.0141856661340622e-14,Focal impaired awareness seizure
2,HP:0006813,7.5050700576092e-13,Focal hemiclonic seizure
2,HP:0007193,1.0,Generalized tonic-clonic seizures on awakening
2,HP:0007207,2.219045704496587e-18,Photosensitive tonic-clonic seizure
2,HP:0007270,1.002386992610238e-20,Atypical absence seizure
2,HP:0007332,0.006122587202528563,Focal hemifacial clonic seizure
2,HP:0007334,4.0856363171223523e-13,Bilateral tonic-clonic seizure with focal onset
2,HP:0007359,1.7608956307608793e-16,Focal-onset seizure
2,HP:0008763,1.0,No social interaction
2,HP:0010818,3.299322634974425e-18,Generalized tonic seizure
2,HP:0010819,4.005159237173681e-15,Atonic seizure
2,HP:0010820,1.0,
2,HP:0010821,1.0,Focal emotional seizure with laughing
2,HP:0011097,4.205574626243812e-05,Epileptic spasm
2,HP:0011145,1.0,Symptomatic seizures
2,HP:0011146,2.765051387231969e-22,Dialeptic seizure
2,HP:0011147,5.330746802151978e-07,Typical absence seizure
2,HP:0011149,1.0,Absence seizure with eyelid myoclonia
2,HP:0011150,7.5050700576092e-13,Myoclonic absence seizure
2,HP:0011151,1.1723460178903315e-06,Atypical absence status epilepticus
2,HP:0011152,1.0,
2,HP:0011153,1.1478021174798712e-13,Focal motor seizure
2,HP:0011154,0.003065837088202256,Focal autonomic seizure
2,HP:0011157,1.4639153252795512e-06,Focal sensory seizure
2,HP:0011158,0.004595346390096147,Focal sensory seizure with auditory features
2,HP:0011159,1.0,
2,HP:0011160,1.0,
2,HP:0011161,1.0,
2,HP:0011162,1.0,
2,HP:0011163,1.0,
2,HP:0011164,1.0,
2,HP:0011165,1.0,Focal sensory seizure with visual features
2,HP:0011166,1.0,Focal myoclonic seizure
2,HP:0011167,2.719463591221408e-07,Focal tonic seizure
2,HP:0011168,1.0,Eyelid myoclonias
2,HP:0011169,1.0880322276618338e-14,Generalized clonic seizure
2,HP:0011170,1.3623952417081197e-05,Generalized myoclonic-atonic seizure
2,HP:0011171,1.1354601842514637e-07,Simple febrile seizure
2,HP:0011172,1.3029383448864198e-14,Complex febrile seizure
2,HP:0011173,1.0,
2,HP:0011174,1.0,
2,HP:0011175,1.0,
2,HP:0012002,0.003065837088202256,Experiential auras
2,HP:0012003,1.0,
2,HP:0012004,1.0,
2,HP:0012005,1.0,
2,HP:0012006,1.0,
2,HP:0012007,1.0,
2,HP:0012008,1.0,
2,HP:0012469,0.00022931734334722615,Infantile spasms
2,HP:0012847,2.7459970920384267e-12,Epilepsia partialis continua
2,HP:0020207,1.002386992610238e-20,Reflex seizure
2,HP:0020208,0.001534056044174571,Eating-induced seizure
2,HP:0020209,1.0,
2,HP:0020210,1.0,
2,HP:0020211,1.0,
2,HP:0020212,1.0,
2,HP:0020213,1.0,
2,HP:0020214,1.0,
2,HP:0020215,1.0,
2,HP:0020216,3.483581881683024e-18,Visually-induced seizure
2,HP:0020217,1.0,
2,HP:0020218,1.0,
2,HP:0020219,2.474160649977194e-19,Motor seizure
2,HP:0020220,1.0,
2,HP:0020221,1.4959713182933866e-16,Clonic seizure
2,HP:0025190,1.6951423202028205e-17,Bilateral tonic-clonic seizure with generalized onset
2,HP:0025613,1.0,Focal emotional seizure
2,HP:0031165,1.0,Multifocal seizures
2,HP:0031433,1.0,
2,HP:0031475,5.0547069602245095e-11,Status epilepticus without prominent motor symptoms
2,HP:0031951,1.0,Nocturnal seizures
2,HP:0032656,1.0,
2,HP:0032658,7.633268019416213e-12,Status epilepticus with prominent motor symptoms
2,HP:0032659,1.0,
2,HP:0032660,1.0,Convulsive status epilepticus
2,HP:0032661,1.0,
2,HP:0032662,1.0,
2,HP:0032663,2.7459970920384267e-12,Focal motor status epilepticus
2,HP:0032664,1.0,
2,HP:0032665,1.0,
2,HP:0032666,1.0,
2,HP:0032667,1.0,Myoclonic status epilepticus
2,HP:0032668,1.0,
2,HP:0032669,1.0,
2,HP:0032670,1.0,
2,HP:0032671,1.4639153252795512e-06,Non-convulsive status epilepticus without coma
2,HP:0032672,1.0,
2,HP:0032673,1.0,
2,HP:0032677,1.6665006298172725e-16,Generalized-onset motor seizure
2,HP:0032678,1.0,Eyelid myoclonia seizure
2,HP:0032679,2.6439912650680492e-08,Focal non-motor seizure
2,HP:0032680,1.0,
2,HP:0032681,1.0,
2,HP:0032682,1.0,
2,HP:0032684,1.0,
2,HP:0032685,1.0,
2,HP:0032686,1.0,
2,HP:0032687,1.0,
2,HP:0032688,1.0,
2,HP:0032689,1.0,
2,HP:0032690,1.0,
2,HP:0032691,1.0,
2,HP:0032692,1.0,
2,HP:0032693,1.0,
2,HP:0032694,1.0,
2,HP:0032695,1.0,
2,HP:0032696,1.0,
2,HP:0032697,1.0,
2,HP:0032698,1.0,
2,HP:0032699,1.0,
2,HP:0032700,1.0,
2,HP:0032701,1.0,
2,HP:0032702,1.0,
2,HP:0032703,1.0,
2,HP:0032704,1.0,
2,HP:0032705,1.0,
2,HP:0032706,1.0,
2,HP:0032707,1.0,
2,HP:0032708,1.0,
2,HP:0032709,1.0,
2,HP:0032710,1.0,
2,HP:0032711,1.0,
2,HP:0032712,1.0,
2,HP:0032713,1.0,
2,HP:0032714,1.0,
2,HP:0032715,1.0,
2,HP:0032716,1.0,
2,HP:0032717,1.0,
2,HP:0032718,1.0,
2,HP:0032719,1.0,
2,HP:0032720,1.0,
2,HP:0032721,1.0,
2,HP:0032722,1.0,
2,HP:0032723,1.0,
2,HP:0032724,1.0,
2,HP:0032725,1.0,
2,HP:0032726,1.0,
2,HP:0032727,1.0,
2,HP:0032728,1.0,
2,HP:0032729,1.0,
2,HP:0032730,1.0,
2,HP:0032731,1.0,
2,HP:0032732,1.0,
2,HP:0032733,1.0,
2,HP:0032734,1.0,
2,HP:0032735,1.0,
2,HP:0032736,1.0,
2,HP:0032737,1.0,
2,HP:0032738,1.0,
2,HP:0032739,1.0,
2,HP:0032740,1.0,
2,HP:0032741,1.0,
2,HP:0032742,1.0,
2,HP:0032743,1.0,
2,HP:0032744,1.0,
2,HP:0032745,1.0,
2,HP:0032746,1.0,
2,HP:0032747,1.0,
2,HP:0032748,1.0,
2,HP:0032749,1.0,
2,HP:0032750,1.0,
2,HP:0032751,1.0,
2,HP:0032752,1.0,
2,HP:0032753,1.0,
2,HP:0032754,1.0,
2,HP:0032755,1.0,
2,HP:0032756,1.0,
2,HP:0032757,1.0,
2,HP:0032758,1.0,
2,HP:0032759,1.0,
2,HP:0032760,1.0,
2,HP:0032761,1.0,
2,HP:0032762,1.0,
2,HP:0032763,1.0,
2,HP:0032764,1.0,
2,HP:0032765,1.0,
2,HP:0032766,1.0,
2,HP:0032767,1.0,
2,HP:0032768,1.0,
2,HP:0032769,1.0,
2,HP:0032770,1.0,
2,HP:0032771,1.0,
2,HP:0032772,1.0,
2,HP:0032773,1.0,
2,HP:0032774,1.0,
2,HP:0032775,1.0,
2,HP:0032776,1.0,
2,HP:0032777,1.0,
2,HP:0032778,1.0,
2,HP:0032779,1.0,
2,HP:0032780,1.0,
2,HP:0032781,1.0,
2,HP:0032782,1.0,
2,HP:0032783,1.0,
2,HP:0032784,1.0,
2,HP:0032785,1.0,
2,HP:0032786,1.0,Migrating focal seizure
2,HP:0032787,1.0,
2,HP:0032788,1.0,
2,HP:0032789,1.0,
2,HP:0032790,1.0,
2,HP:0032791,1.0,
2,HP:0032792,5.265577886472749e-20,Tonic seizure
2,HP:0032793,1.0,
2,HP:0032794,4.681446937466418e-15,Myoclonic seizure
2,HP:0032795,1.0,
2,HP:0032796,1.0,
2,HP:0032797,1.0,
2,HP:0032798,1.0,
2,HP:0032799,1.0,
2,HP:0032800,1.0,
2,HP:0032801,1.0,
2,HP:0032802,1.0,
2,HP:0032803,1.0,
2,HP:0032804,1.0,
2,HP:0032805,1.0,
2,HP:0032806,1.0,
2,HP:0032807,1.0,
2,HP:0032808,1.0,
2,HP:0032809,1.0,
2,HP:0032810,1.0,
2,HP:0032811,1.0,
2,HP:0032812,1.0,
2,HP:0032813,1.0,
2,HP:0032814,1.0,
2,HP:0032815,1.0,
2,HP:0032816,1.0,
2,HP:0032817,1.0,
2,HP:0032818,1.0,
2,HP:0032819,1.0,
2,HP:0032820,1.0,
2,HP:0032821,1.0,
2,HP:0032822,1.0,
2,HP:0032823,1.0,
2,HP:0032824,1.0,
2,HP:0032825,1.0,
2,HP:0032826,1.0,
2,HP:0032827,1.0,
2,HP:0032828,1.0,
2,HP:0032829,1.0,
2,HP:0032830,1.0,
2,HP:0032831,1.0,
2,HP:0032832,1.0,
2,HP:0032833,1.0,
2,HP:0032834,1.0,
2,HP:0032835,1.0,
2,HP:0032836,1.0,
2,HP:0032837,1.0,
2,HP:0032838,1.0,
2,HP:0032839,1.0,
2,HP:0032840,1.0,
2,HP:0032841,1.0,
2,HP:0032842,1.0,
2,HP:0032843,1.0,
2,HP:0032844,1.0,
2,HP:0032845,1.0,
2,HP:0032846,1.0,
2,HP:0032847,1.0,
2,HP:0032848,1.0,
2,HP:0032849,1.0,
2,HP:0032850,1.0,
2,HP:0032851,1.0,
2,HP:0032852,1.0,
2,HP:0032853,1.0,
2,HP:0032854,1.0,
2,HP:0032855,1.0,
2,HP:0032856,1.0,
2,HP:0032857,1.0,
2,HP:0032858,1.0,
2,HP:0032859,1.0,
2,HP:0032860,1.1723460178903315e-06,Generalized non-convulsive status epilepticus without coma
2,HP:0032861,1.0,
2,HP:0032862,1.0,
2,HP:0032863,1.0,
2,HP:0032864,1.0,
2,HP:0032865,1.0,
2,HP:0032866,1.0,
2,HP:0032867,1.0,
2,HP:0032868,1.0,
2,HP:0032869,1.0,
2,HP:0032870,1.0,
2,HP:0032871,1.0,
2,HP:0032872,1.0,
2,HP:0032873,1.0,
2,HP:0032874,1.0,
2,HP:0032876,1.0,
2,HP:0032877,1.0,
2,HP:0032878,1.0,
2,HP:0032879,1.0,
2,HP:0032880,1.0,
2,HP:0032882,1.0,
2,HP:0032883,1.0,
2,HP:0032884,1.0,
2,HP:0032885,1.0,
2,HP:0032886,1.0,
2,HP:0032887,1.0,
2,HP:0032888,1.0,
2,HP:0032889,1.0,
2,HP:0032890,1.0,
2,HP:0032891,1.0,
2,HP:0032892,2.0689149741846428e-19,Infection-related seizure
2,HP:0032893,1.0,
2,HP:0032894,2.0689149741846428e-19,Seizure precipitated by febrile infection
2,HP:0032895,1.0,
2,HP:0032896,1.0,
2,HP:0032897,1.0,
2,HP:0032898,1.0,
2,HP:0032899,1.0,
2,HP:0032900,1.0,
2,HP:0032901,1.0,
2,HP:0032902,1.0,
2,HP:0032903,1.0,
2,HP:0032904,1.0,
2,HP:0032905,1.0,
2,HP:0032906,1.0,
2,HP:0032907,1.0,
2,HP:0032908,1.0,
2,HP:0032909,1.0,
2,HP:0032910,1.0,
2,HP:0032911,1.0,
2,HP:0032912,1.0,
2,HP:0032913,1.0,
2,HP:0032914,1.0,
2,HP:0032915,1.0,
2,HP:0032916,1.0,
2,HP:0032917,1.0,
2,HP:0032918,1.0,
2,HP:0032919,1.0,
2,HP:0032920,1.0,
2,HP:0032921,1.0,
2,HP:0032922,1.0,
2,HP:0032923,1.0,
2,HP:0032924,1.0,
2,HP:0032925,1.0,
2,HP:0032926,1.0,
2,HP:0032927,1.0,
2,HP:0100622,1.0,
2,ID_genes,1.0,
2,a1_genes,1.2301895433755222e-18,
2,a2_genes,1.908474561219181e-05,
2,a3_genes,0.16291894787909253,
2,as_genes,0.1674372455209305,
2,autism_WES_genes,4.359583357453651e-32,
2,common_genes,1.8174187778555568e-21,
2,common_genes_all,1.631398207515293e-22,
2,common_wes_genes,3.13547388327191e-10,
2,e1_genes,1.2281847855119788e-28,
2,e2_genes,1.0,
2,e3_genes,0.04655879177800341,
2,e4_genes,0.012080962392189067,
2,epilepsy_WES_genes,7.818421345782028e-27,
2,epilepsy_genes,5.635524933715652e-21,
2,schizophrenia_genes,6.343512794207037e-08,
3,BD_genes,0.003398273736181315,
3,DE_genes,3.1802377648294365e-22,
3,HP:0000717,1.0,Autism
3,HP:0000723,1.0,Restrictive behavior
3,HP:0000728,1.0,Impaired ability to form peer relationships
3,HP:0000729,1.0,Autistic behavior
3,HP:0000735,1.0,Impaired social interactions
3,HP:0000753,1.0,
3,HP:0000758,1.0,Impaired use of nonverbal behaviors
3,HP:0000817,1.0,Poor eye contact
3,HP:0001250,0.9039404356888451,Seizure
3,HP:0001327,1.0,Photosensitive myoclonic seizure
3,HP:0002069,1.0,Bilateral tonic-clonic seizure
3,HP:0002121,1.0,Generalized non-motor (absence) seizure
3,HP:0002123,1.0,Generalized myoclonic seizure
3,HP:0002133,1.0,Status epilepticus
3,HP:0002173,1.0,Hypoglycemic seizures
3,HP:0002197,1.0,Generalized-onset seizure
3,HP:0002199,1.0,Hypocalcemic seizures
3,HP:0002266,1.0,Focal clonic seizure
3,HP:0002332,1.0,Lack of peer relationships
3,HP:0002349,1.0,Focal aware seizure
3,HP:0002373,1.0,Febrile seizure (within the age range of 3 months to 6 years)
3,HP:0002384,1.0,Focal impaired awareness seizure
3,HP:0006813,1.0,Focal hemiclonic seizure
3,HP:0007193,1.0,Generalized tonic-clonic seizures on awakening
3,HP:0007207,1.0,Photosensitive tonic-clonic seizure
3,HP:0007270,1.0,Atypical absence seizure
3,HP:0007332,1.0,Focal hemifacial clonic seizure
3,HP:0007334,1.0,Bilateral tonic-clonic seizure with focal onset
3,HP:0007359,1.0,Focal-onset seizure
3,HP:0008763,1.0,No social interaction
3,HP:0010818,1.0,Generalized tonic seizure
3,HP:0010819,1.0,Atonic seizure
3,HP:0010820,1.0,
3,HP:0010821,1.0,Focal emotional seizure with laughing
3,HP:0011097,1.0,Epileptic spasm
3,HP:0011145,1.0,Symptomatic seizures
3,HP:0011146,1.0,Dialeptic seizure
3,HP:0011147,1.0,Typical absence seizure
3,HP:0011149,1.0,Absence seizure with eyelid myoclonia
3,HP:0011150,1.0,Myoclonic absence seizure
